!user guide:0
!Importance of keywords in the real user guide:
control: 0.031496062992125984
power: 0.031496062992125984
lead: 0.023622047244094488
lamp: 0.023622047244094488
brightness: 0.023622047244094488
product: 0.023622047244094488
error: 0.015748031496062992
omission: 0.015748031496062992
except: 0.015748031496062992
avsl: 0.015748031496062992
group: 0.015748031496062992
setting: 0.015748031496062992
light: 0.015748031496062992
touch: 0.015748031496062992
usb: 0.015748031496062992
!Importance of keywords in the generated user guide:
light: 0.09174311926605505
lead: 0.06880733944954129
use: 0.05504587155963303
product: 0.045871559633027525
power: 0.03669724770642202
device: 0.027522935779816515
port: 0.027522935779816515
usb: 0.022935779816513763
guide: 0.01834862385321101
replace: 0.01834862385321101
check: 0.01834862385321101
plug: 0.01834862385321101
thank: 0.013761467889908258
make: 0.013761467889908258
neck: 0.013761467889908258
!user guide:1
!Importance of keywords in the real user guide:
bread: 0.07045769764216366
maker: 0.027461858529819694
pan: 0.027184466019417475
ingredient: 0.025520110957004162
use: 0.022191400832177532
tsp: 0.02163661581137309
hour: 0.017475728155339806
press: 0.017198335644937588
min: 0.015256588072122053
remove: 0.011927877947295423
flour: 0.011373092926490984
blade: 0.011373092926490984
cycle: 0.011095700416088766
tbsp: 0.011095700416088766
lid: 0.010263522884882107
!Importance of keywords in the generated user guide:
bread: 0.10804020100502512
use: 0.05778894472361809
make: 0.032663316582914576
baker: 0.03015075376884422
recipe: 0.02512562814070352
time: 0.017587939698492462
maker: 0.017587939698492462
dough: 0.017587939698492462
type: 0.01507537688442211
pan: 0.01507537688442211
issue: 0.01507537688442211
breville: 0.01256281407035176
choose: 0.01256281407035176
product: 0.01256281407035176
bake: 0.01256281407035176
!user guide:2
!Importance of keywords in the real user guide:
power: 0.0958904109589041
charge: 0.06575342465753424
bank: 0.06027397260273973
blink: 0.049315068493150684
device: 0.030136986301369864
discharge: 0.030136986301369864
off: 0.030136986301369864
mi: 0.0273972602739726
output: 0.019178082191780823
use: 0.019178082191780823
port: 0.01643835616438356
batery: 0.01643835616438356
check: 0.01643835616438356
indicator: 0.01643835616438356
buton: 0.0136986301369863
!Importance of keywords in the generated user guide:
power: 0.10163934426229508
bank: 0.09836065573770492
charge: 0.07868852459016394
use: 0.03934426229508197
device: 0.03934426229508197
cable: 0.029508196721311476
problem: 0.02622950819672131
customer: 0.019672131147540985
service: 0.019672131147540985
battery: 0.01639344262295082
time: 0.01639344262295082
contact: 0.01639344262295082
solution: 0.01639344262295082
xiaomi: 0.013114754098360656
usb: 0.013114754098360656
!user guide:3
!Importance of keywords in the real user guide:
router: 0.042533752918485435
network: 0.028220485229925894
click: 0.02344939600040605
address: 0.02304334585321287
page: 0.022840320779616282
device: 0.019591919602070854
wireless: 0.01918586945487768
setting: 0.01857679423408791
access: 0.01614049335092884
trendnet: 0.01573444320373566
use: 0.014313267688559537
management: 0.01350116739417318
port: 0.013196629783778297
ip: 0.012892092173383413
computer: 0.010049741143031164
!Importance of keywords in the generated user guide:
router: 0.0821529745042493
connect: 0.031161473087818695
device: 0.028328611898016998
use: 0.025495750708215296
trendnet: 0.0226628895184136
port: 0.0226628895184136
internet: 0.0226628895184136
wireless: 0.019830028328611898
user: 0.014164305949008499
support: 0.014164305949008499
cable: 0.014164305949008499
setting: 0.014164305949008499
check: 0.014164305949008499
guide: 0.0113314447592068
connection: 0.0113314447592068
!user guide:4
!Importance of keywords in the real user guide:
port: 0.09815950920245399
hub: 0.05521472392638037
power: 0.05521472392638037
cable: 0.03680981595092025
device: 0.03067484662576687
adapter: 0.03067484662576687
system: 0.024539877300613498
pc: 0.024539877300613498
mac: 0.024539877300613498
manhattan: 0.018404907975460124
connect: 0.018404907975460124
user: 0.012269938650306749
model: 0.012269938650306749
offer: 0.012269938650306749
connectivity: 0.012269938650306749
!Importance of keywords in the generated user guide:
hub: 0.1366906474820144
device: 0.0683453237410072
use: 0.0539568345323741
connect: 0.046762589928057555
port: 0.03597122302158273
computer: 0.02877697841726619
power: 0.02877697841726619
make: 0.017985611510791366
cable: 0.017985611510791366
problem: 0.017985611510791366
solution: 0.017985611510791366
provide: 0.014388489208633094
driver: 0.014388489208633094
specify: 0.014388489208633094
try: 0.014388489208633094
!user guide:5
!Importance of keywords in the real user guide:
extender: 0.06641640196361537
network: 0.0314755991914525
setting: 0.023390124169794975
wireless: 0.02310135720473578
use: 0.017326017903551833
computer: 0.017037250938492638
connect: 0.01674848397343344
device: 0.015304649148137454
set: 0.012128212532486284
range: 0.01155067860236789
screen: 0.01155067860236789
band: 0.010684377707190298
wifi: 0.010106843777071902
router: 0.008951775916835113
display: 0.008663008951775917
!Importance of keywords in the generated user guide:
range: 0.05198776758409786
extender: 0.04281345565749235
use: 0.039755351681957186
device: 0.03669724770642202
router: 0.03363914373088685
band: 0.027522935779816515
network: 0.024464831804281346
connect: 0.021406727828746176
ethernet: 0.01834862385321101
port: 0.01529051987767584
try: 0.01529051987767584
guide: 0.012232415902140673
performance: 0.012232415902140673
support: 0.012232415902140673
gateway: 0.012232415902140673
!user guide:6
!Importance of keywords in the real user guide:
hair: 0.05757575757575758
appliance: 0.045454545454545456
use: 0.04090909090909091
power: 0.03484848484848485
dryer: 0.031818181818181815
air: 0.016666666666666666
disposal: 0.015151515151515152
socket: 0.015151515151515152
cord: 0.015151515151515152
shd: 0.012121212121212121
!Importance of keywords in the generated user guide:
hair: 0.1336405529953917
dryer: 0.07834101382488479
use: 0.055299539170506916
need: 0.018433179723502304
speed: 0.018433179723502304
heat: 0.018433179723502304
setting: 0.018433179723502304
cool: 0.018433179723502304
place: 0.018433179723502304
filter: 0.018433179723502304
!user guide:7
!Importance of keywords in the real user guide:
product: 0.0486322188449848
use: 0.0425531914893617
battery: 0.041033434650455926
controller: 0.030395136778115502
charge: 0.0182370820668693
cable: 0.016717325227963525
system: 0.015197568389057751
sony: 0.010638297872340425
waste: 0.010638297872340425
volume: 0.00911854103343465
time: 0.00911854103343465
europe: 0.00911854103343465
hand: 0.007598784194528876
turn: 0.007598784194528876
hearing: 0.007598784194528876
!Importance of keywords in the generated user guide:
controller: 0.12956810631229235
use: 0.046511627906976744
console: 0.03322259136212625
battery: 0.029900332225913623
connect: 0.029900332225913623
button: 0.026578073089700997
charge: 0.026578073089700997
playstation: 0.023255813953488372
wireless: 0.019933554817275746
gameplay: 0.019933554817275746
turn: 0.019933554817275746
problem: 0.019933554817275746
game: 0.016611295681063124
cable: 0.016611295681063124
solution: 0.016611295681063124
!user guide:8
!Importance of keywords in the real user guide:
iron: 0.030868628858578606
good: 0.030868628858578606
water: 0.028715003589375447
steam: 0.027279253409906678
warranty: 0.024407753050969132
use: 0.017946877243359655
temperature: 0.015793251974156496
appliance: 0.014357501794687724
control: 0.013639626704953339
brand: 0.012203876525484566
zealand: 0.012203876525484566
tank: 0.01148600143575018
spectrum: 0.01148600143575018
button: 0.010768126346015794
set: 0.010768126346015794
!Importance of keywords in the generated user guide:
iron: 0.09695290858725762
use: 0.04986149584487535
water: 0.04709141274238227
steam: 0.04155124653739612
tank: 0.024930747922437674
product: 0.01662049861495845
temperature: 0.01662049861495845
contact: 0.01662049861495845
customer: 0.01662049861495845
support: 0.01662049861495845
solution: 0.01662049861495845
work: 0.013850415512465374
steamglide: 0.0110803324099723
soleplate: 0.0110803324099723
turn: 0.0110803324099723
!user guide:9
!Importance of keywords in the real user guide:
set: 0.07386363636363637
rate: 0.07386363636363637
currency: 0.05113636363636364
power: 0.03977272727272727
battery: 0.03409090909090909
tax: 0.03409090909090909
conversion: 0.03409090909090909
digit: 0.028409090909090908
mode: 0.022727272727272728
example: 0.017045454545454544
appear: 0.017045454545454544
press: 0.017045454545454544
calculator: 0.011363636363636364
unit: 0.011363636363636364
change: 0.011363636363636364
!Importance of keywords in the generated user guide:
calculator: 0.10486891385767791
use: 0.03745318352059925
battery: 0.033707865168539325
button: 0.033707865168539325
function: 0.026217228464419477
display: 0.02247191011235955
make: 0.02247191011235955
memory: 0.018726591760299626
problem: 0.018726591760299626
solution: 0.018726591760299626
casio: 0.0149812734082397
design: 0.0149812734082397
operation: 0.0149812734082397
power: 0.0149812734082397
turn: 0.0149812734082397
!user guide:10
!Importance of keywords in the real user guide:
speaker: 0.06340057636887608
device: 0.0345821325648415
charge: 0.020172910662824207
battery: 0.018731988472622477
use: 0.01729106628242075
music: 0.01729106628242075
power: 0.01729106628242075
unit: 0.01585014409221902
press: 0.01585014409221902
product: 0.01440922190201729
time: 0.01440922190201729
play: 0.01440922190201729
call: 0.01440922190201729
button: 0.01440922190201729
volume: 0.012968299711815562
!Importance of keywords in the generated user guide:
speaker: 0.14333333333333334
device: 0.07
use: 0.056666666666666664
tablet: 0.04
connect: 0.02666666666666667
battery: 0.023333333333333334
design: 0.016666666666666666
sound: 0.016666666666666666
make: 0.016666666666666666
time: 0.016666666666666666
hour: 0.016666666666666666
charge: 0.016666666666666666
ideal: 0.013333333333333334
turn: 0.013333333333333334
volume: 0.013333333333333334
!user guide:11
!Importance of keywords in the real user guide:
system: 0.020481237467774277
bios: 0.02005156115726153
enable: 0.01632769979948439
item: 0.016184474362646806
xmp: 0.014895445431108566
d: 0.014179318246920654
asus: 0.012460613004869664
support: 0.012030936694356918
cpu: 0.011458034947006588
disable: 0.011458034947006588
power: 0.011314809510169006
connector: 0.010741907762818676
set: 0.010455456889143512
use: 0.01031223145230593
menu: 0.009596104268118019
!Importance of keywords in the generated user guide:
motherboard: 0.07142857142857142
intel: 0.034013605442176874
support: 0.030612244897959183
port: 0.030612244897959183
slot: 0.027210884353741496
check: 0.023809523809523808
instal: 0.02040816326530612
solution: 0.02040816326530612
issue: 0.02040816326530612
use: 0.017006802721088437
memory: 0.017006802721088437
connect: 0.017006802721088437
processor: 0.013605442176870748
express: 0.013605442176870748
sata: 0.013605442176870748
!user guide:12
!Importance of keywords in the real user guide:
dart: 0.12105263157894737
blaster: 0.05789473684210526
fire: 0.031578947368421054
crank: 0.02631578947368421
drum: 0.02631578947368421
toy: 0.021052631578947368
power: 0.021052631578947368
megalodon: 0.015789473684210527
rotate: 0.015789473684210527
hold: 0.015789473684210527
official: 0.015789473684210527
handle: 0.015789473684210527
action: 0.015789473684210527
foot: 0.015789473684210527
meter: 0.015789473684210527
!Importance of keywords in the generated user guide:
blaster: 0.15073529411764705
dart: 0.04411764705882353
use: 0.04044117647058824
make: 0.029411764705882353
toy: 0.025735294117647058
problem: 0.01838235294117647
solution: 0.01838235294117647
megalodon: 0.014705882352941176
guide: 0.011029411764705883
provide: 0.011029411764705883
fun: 0.011029411764705883
kid: 0.011029411764705883
enjoy: 0.011029411764705883
shoot: 0.011029411764705883
whistler: 0.011029411764705883
!user guide:13
!Importance of keywords in the real user guide:
robot: 0.03653444676409186
use: 0.02244258872651357
battery: 0.02035490605427975
remove: 0.016701461377870562
bin: 0.015657620041753653
charge: 0.015135699373695199
disposal: 0.015135699373695199
dirt: 0.013569937369519834
contact: 0.012004175365344467
clean: 0.010960334029227558
!Importance of keywords in the generated user guide:
clean: 0.060897435897435896
robot: 0.057692307692307696
vacuum: 0.057692307692307696
use: 0.035256410256410256
dirt: 0.02564102564102564
home: 0.022435897435897436
brush: 0.022435897435897436
charge: 0.022435897435897436
cleaner: 0.019230769230769232
replace: 0.019230769230769232
!user guide:14
!Importance of keywords in the real user guide:
address: 0.04431043523859465
ip: 0.024383848977451494
enter: 0.021761929732564238
router: 0.019402202412165705
setting: 0.018353434714210803
wireless: 0.015207131620346093
network: 0.014944939695857367
mac: 0.014682747771368642
select: 0.014682747771368642
device: 0.012847404299947561
internet: 0.012060828526481384
port: 0.011798636601992658
connection: 0.011274252753015208
isp: 0.01101206082852648
mode: 0.010225485055060305
!Importance of keywords in the generated user guide:
router: 0.09764309764309764
network: 0.03367003367003367
connect: 0.03367003367003367
device: 0.026936026936026935
use: 0.02356902356902357
support: 0.02356902356902357
internet: 0.020202020202020204
iball: 0.016835016835016835
security: 0.016835016835016835
wireless: 0.016835016835016835
cable: 0.016835016835016835
guide: 0.013468013468013467
port: 0.013468013468013467
access: 0.013468013468013467
solution: 0.013468013468013467
!user guide:15
!Importance of keywords in the real user guide:
use: 0.037840565085771945
pizza: 0.03481331987891019
oven: 0.031786074672048435
pan: 0.021695257315842584
appliance: 0.01564076690211907
temperature: 0.015136226034308779
deck: 0.015136226034308779
power: 0.014631685166498487
peel: 0.012613521695257316
dough: 0.012613521695257316
time: 0.012108980827447022
cook: 0.010595358224016145
cord: 0.00958627648839556
place: 0.00958627648839556
stone: 0.009081735620585268
!Importance of keywords in the generated user guide:
pizza: 0.08504398826979472
oven: 0.06158357771260997
use: 0.04398826979472141
cook: 0.02932551319648094
temperature: 0.02346041055718475
pizzaiolo: 0.017595307917888565
type: 0.01466275659824047
crust: 0.01466275659824047
ensure: 0.01466275659824047
power: 0.01466275659824047
issue: 0.01466275659824047
solution: 0.01466275659824047
include: 0.011730205278592375
setting: 0.011730205278592375
do: 0.011730205278592375
!user guide:16
!Importance of keywords in the real user guide:
battery: 0.04596622889305816
controller: 0.03189493433395872
speed: 0.0300187617260788
use: 0.024390243902439025
unit: 0.0150093808630394
charge: 0.0150093808630394
mode: 0.014071294559099437
carrera: 0.013133208255159476
car: 0.013133208255159476
track: 0.013133208255159476
set: 0.012195121951219513
receiver: 0.01125703564727955
connect: 0.010318949343339587
part: 0.009380863039399626
place: 0.009380863039399626
!Importance of keywords in the generated user guide:
track: 0.0935483870967742
car: 0.08709677419354839
set: 0.041935483870967745
check: 0.03225806451612903
race: 0.01935483870967742
speed: 0.01935483870967742
use: 0.01935483870967742
make: 0.016129032258064516
solution: 0.016129032258064516
carrera: 0.012903225806451613
evolution: 0.012903225806451613
slot: 0.012903225806451613
control: 0.012903225806451613
piece: 0.012903225806451613
place: 0.012903225806451613
!user guide:17
!Importance of keywords in the real user guide:
belt: 0.048585931834662796
suunto: 0.04133430021754895
heart: 0.04060913705583756
rate: 0.03988397389412618
use: 0.028281363306744016
watch: 0.01740391588107324
device: 0.015228426395939087
warranty: 0.013778100072516316
sport: 0.013778100072516316
product: 0.011602610587382161
battery: 0.010877447425670777
strap: 0.009427121102248005
sensor: 0.009427121102248005
support: 0.007976794778825236
interference: 0.007976794778825236
!Importance of keywords in the generated user guide:
heart: 0.08602150537634409
rate: 0.08602150537634409
belt: 0.04838709677419355
device: 0.0456989247311828
monitor: 0.026881720430107527
use: 0.024193548387096774
problem: 0.024193548387096774
strap: 0.01881720430107527
workout: 0.01881720430107527
ensure: 0.016129032258064516
suunto: 0.013440860215053764
solution: 0.013440860215053764
guide: 0.010752688172043012
product: 0.010752688172043012
wear: 0.010752688172043012
!user guide:18
!Importance of keywords in the real user guide:
earphone: 0.0804953560371517
charge: 0.05263157894736842
case: 0.03560371517027864
device: 0.029411764705882353
use: 0.02476780185758514
connect: 0.02321981424148607
function: 0.017027863777089782
equipment: 0.017027863777089782
connection: 0.015479876160990712
buton: 0.01393188854489164
indicator: 0.01393188854489164
batery: 0.01393188854489164
interference: 0.01393188854489164
mode: 0.01238390092879257
version: 0.010835913312693499
!Importance of keywords in the generated user guide:
earphone: 0.1270358306188925
charge: 0.06514657980456026
case: 0.04234527687296417
use: 0.03257328990228013
wireless: 0.029315960912052116
mi: 0.026058631921824105
device: 0.026058631921824105
make: 0.026058631921824105
tip: 0.019543973941368076
turn: 0.016286644951140065
try: 0.016286644951140065
ear: 0.013029315960912053
listen: 0.013029315960912053
guide: 0.009771986970684038
size: 0.009771986970684038
!user guide:19
!Importance of keywords in the real user guide:
mytag: 0.05421686746987952
phone: 0.024096385542168676
app: 0.024096385542168676
use: 0.024096385542168676
device: 0.02108433734939759
battery: 0.02108433734939759
find: 0.018072289156626505
press: 0.018072289156626505
button: 0.015060240963855422
disconnect: 0.015060240963855422
notification: 0.015060240963855422
alarm: 0.015060240963855422
key: 0.012048192771084338
valuable: 0.012048192771084338
set: 0.012048192771084338
!Importance of keywords in the generated user guide:
device: 0.04501607717041801
itag: 0.03858520900321544
use: 0.03215434083601286
battery: 0.03215434083601286
app: 0.028938906752411574
product: 0.02572347266881029
zaicus: 0.022508038585209004
lose: 0.022508038585209004
make: 0.022508038585209004
tracer: 0.01929260450160772
shutter: 0.01929260450160772
remote: 0.01607717041800643
gps: 0.01607717041800643
locator: 0.01607717041800643
anti: 0.012861736334405145
!user guide:20
!Importance of keywords in the real user guide:
trimmer: 0.04892086330935252
blade: 0.02877697841726619
use: 0.025899280575539568
charge: 0.025899280575539568
remove: 0.02446043165467626
comb: 0.02446043165467626
chamber: 0.01870503597122302
hair: 0.01870503597122302
vacuum: 0.017266187050359712
appliance: 0.017266187050359712
battery: 0.017266187050359712
beard: 0.014388489208633094
head: 0.012949640287769784
product: 0.011510791366906475
trim: 0.011510791366906475
!Importance of keywords in the generated user guide:
trimmer: 0.10149253731343283
use: 0.056716417910447764
blade: 0.029850746268656716
vacuum: 0.026865671641791045
beard: 0.026865671641791045
remington: 0.023880597014925373
make: 0.023880597014925373
charge: 0.023880597014925373
length: 0.020895522388059702
provide: 0.01791044776119403
battery: 0.01791044776119403
problem: 0.01791044776119403
product: 0.014925373134328358
setting: 0.014925373134328358
clean: 0.014925373134328358
!user guide:0
!Importance of keywords in the real user guide:
control: 0.031496062992125984
power: 0.031496062992125984
lead: 0.023622047244094488
lamp: 0.023622047244094488
brightness: 0.023622047244094488
product: 0.023622047244094488
error: 0.015748031496062992
omission: 0.015748031496062992
except: 0.015748031496062992
avsl: 0.015748031496062992
!Importance of keywords in the generated user guide:
light: 0.09178743961352658
lead: 0.06763285024154589
use: 0.05314009661835749
product: 0.043478260869565216
power: 0.03864734299516908
device: 0.028985507246376812
port: 0.028985507246376812
usb: 0.01932367149758454
guide: 0.01932367149758454
replace: 0.01932367149758454
!user guide:1
!Importance of keywords in the real user guide:
bread: 0.07045769764216366
maker: 0.027461858529819694
pan: 0.027184466019417475
ingredient: 0.025520110957004162
use: 0.022191400832177532
tsp: 0.02163661581137309
hour: 0.017475728155339806
press: 0.017198335644937588
min: 0.015256588072122053
remove: 0.011927877947295423
!Importance of keywords in the generated user guide:
bread: 0.10804020100502512
use: 0.05778894472361809
make: 0.032663316582914576
baker: 0.03015075376884422
recipe: 0.02512562814070352
time: 0.017587939698492462
maker: 0.017587939698492462
dough: 0.017587939698492462
type: 0.01507537688442211
pan: 0.01507537688442211
!user guide:2
!Importance of keywords in the real user guide:
power: 0.0958904109589041
charge: 0.06575342465753424
bank: 0.06027397260273973
blink: 0.049315068493150684
device: 0.030136986301369864
discharge: 0.030136986301369864
off: 0.030136986301369864
mi: 0.0273972602739726
output: 0.019178082191780823
use: 0.019178082191780823
!Importance of keywords in the generated user guide:
power: 0.10273972602739725
bank: 0.09931506849315068
charge: 0.0821917808219178
use: 0.0410958904109589
device: 0.0410958904109589
cable: 0.030821917808219176
problem: 0.0273972602739726
battery: 0.017123287671232876
time: 0.017123287671232876
solution: 0.017123287671232876
!user guide:3
!Importance of keywords in the real user guide:
router: 0.042533752918485435
network: 0.028220485229925894
click: 0.02344939600040605
address: 0.02304334585321287
page: 0.022840320779616282
device: 0.019591919602070854
wireless: 0.01918586945487768
setting: 0.01857679423408791
access: 0.01614049335092884
trendnet: 0.01573444320373566
!Importance of keywords in the generated user guide:
router: 0.0830860534124629
connect: 0.032640949554896145
device: 0.02967359050445104
use: 0.026706231454005934
port: 0.02373887240356083
internet: 0.02373887240356083
wireless: 0.020771513353115726
trendnet: 0.017804154302670624
cable: 0.01483679525222552
setting: 0.01483679525222552
!user guide:4
!Importance of keywords in the real user guide:
port: 0.09815950920245399
hub: 0.05521472392638037
power: 0.05521472392638037
cable: 0.03680981595092025
device: 0.03067484662576687
adapter: 0.03067484662576687
system: 0.024539877300613498
pc: 0.024539877300613498
mac: 0.024539877300613498
manhattan: 0.018404907975460124
!Importance of keywords in the generated user guide:
hub: 0.1366906474820144
device: 0.0683453237410072
use: 0.0539568345323741
connect: 0.046762589928057555
port: 0.03597122302158273
computer: 0.02877697841726619
power: 0.02877697841726619
make: 0.017985611510791366
cable: 0.017985611510791366
problem: 0.017985611510791366
!user guide:5
!Importance of keywords in the real user guide:
extender: 0.06641640196361537
network: 0.0314755991914525
setting: 0.023390124169794975
wireless: 0.02310135720473578
use: 0.017326017903551833
computer: 0.017037250938492638
connect: 0.01674848397343344
device: 0.015304649148137454
set: 0.012128212532486284
range: 0.01155067860236789
!Importance of keywords in the generated user guide:
range: 0.052805280528052806
extender: 0.0429042904290429
use: 0.0429042904290429
device: 0.036303630363036306
router: 0.036303630363036306
band: 0.026402640264026403
network: 0.0231023102310231
connect: 0.0231023102310231
ethernet: 0.019801980198019802
port: 0.0165016501650165
!user guide:6
!Importance of keywords in the real user guide:
hair: 0.05757575757575758
appliance: 0.045454545454545456
use: 0.04090909090909091
power: 0.03484848484848485
dryer: 0.031818181818181815
air: 0.016666666666666666
disposal: 0.015151515151515152
socket: 0.015151515151515152
cord: 0.015151515151515152
shd: 0.012121212121212121
!Importance of keywords in the generated user guide:
hair: 0.13392857142857142
dryer: 0.09821428571428571
use: 0.050595238095238096
check: 0.020833333333333332
heat: 0.017857142857142856
cool: 0.017857142857142856
filter: 0.017857142857142856
setting: 0.01488095238095238
sencor: 0.011904761904761904
shd: 0.011904761904761904
!user guide:7
!Importance of keywords in the real user guide:
product: 0.0486322188449848
use: 0.0425531914893617
battery: 0.041033434650455926
controller: 0.030395136778115502
charge: 0.0182370820668693
cable: 0.016717325227963525
system: 0.015197568389057751
sony: 0.010638297872340425
waste: 0.010638297872340425
volume: 0.00911854103343465
!Importance of keywords in the generated user guide:
controller: 0.12758620689655173
use: 0.04482758620689655
console: 0.034482758620689655
battery: 0.03103448275862069
connect: 0.03103448275862069
button: 0.027586206896551724
charge: 0.027586206896551724
playstation: 0.02413793103448276
